120	50	1000	20200821	3000
120	50	1000	20200822	3000
120	50	1000	20200823	3000
120	50	1000	20200824	3000
120	50	1000	20200825	3000
120	50	1000	20200826	3000
120	50	1000	20200827	3000
120	50	1000	20200828	3000
120	50	1000	20200829	3000
120	50	1000	20200830	3000
120	50	1000	20200921	3000
120	50	1000	20200922	3000
120	50	1000	20200923	3000
120	50	1000	20200924	3000
120	50	1000	20200925	3000
120	50	1000	20200926	3000
120	50	1000	20200927	3000
120	50	1000	20200928	3000
120	50	1000	20200929	3000
120	50	1000	20200930	3000
120	50	1000	20201021	3000
120	50	1000	20201022	3000
120	50	1000	20201023	3000
120	50	1000	20201024	3000
120	50	1000	20201025	3000
120	50	1000	20201026	3000
120	50	1000	20201027	3000
120	50	1000	20201028	3000
120	50	1000	20201029	3000
120	50	1000	20201030	3000
120	51	1000	20201121	2000
120	51	1000	20201122	2000
120	51	1000	20201123	2000
120	51	1000	20201124	2000
120	51	1000	20201125	2000
120	51	1000	20201126	2000
120	51	1000	20201127	2000
120	51	1000	20201128	2000
120	51	1000	20201129	2000
120	51	1000	20201130	2000
120	51	1000	20201121	2000
120	51	1000	20201122	2000
120	51	1000	20201123	2000
120	51	1000	20201224	2000
120	51	1000	20201225	2000
120	51	1000	20201226	2000
120	51	1000	20201227	2000
120	51	1000	20201228	2000
120	51	1000	20201229	2000
120	51	1000	20201230	2000
120	51	1000	20201221	2000
120	51	1000	20201222	2000
120	51	1000	20201223	2000
120	51	1000	20201224	2000
120	51	1000	20201225	2000
120	51	1000	20201226	2000
120	51	1000	20201227	2000
120	51	1000	20201228	2000
120	51	1000	20201229	2000
120	51	1000	20201230	2000
120	52	1000	20201221	1000
120	52	1000	20201222	1000
120	52	1000	20201223	1000
120	52	1000	20201224	1000
120	52	1000	20201225	1000
120	52	1000	20201226	1000
120	52	1000	20201227	1000
120	52	1000	20201228	1000
120	52	1000	20201229	1000
120	52	1000	20201230	1000
120	52	1000	20201221	1000
120	52	1000	20201222	1000
120	52	1000	20201223	1000
120	52	1000	20201224	1000
120	52	1000	20201225	1000
120	52	1000	20201226	1000
120	52	1000	20201227	1000
120	52	1000	20201228	1000
120	52	1000	20201229	1000
120	52	1000	20201230	1000
120	52	1000	20201221	1000
120	52	1000	20201222	1000
120	52	1000	20201223	1000
120	52	1000	20201224	1000
120	52	1000	20201225	1000
120	52	1000	20201226	1000
120	52	1000	20201227	1000
120	52	1000	20201228	1000
120	52	1000	20201229	1000
120	52	1000	20201230	1000
150	50	1000	20200821	3000
150	50	1000	20200822	3000
150	50	1000	20200823	3000
150	50	1000	20200824	3000
150	50	1000	20200825	3000
150	50	1000	20200826	3000
150	50	1000	20200827	3000
150	50	1000	20200828	3000
150	50	1000	20200829	3000
150	50	1000	20200830	3000
150	50	1000	20200921	3000
150	50	1000	20200922	3000
150	50	1000	20200923	3000
150	50	1000	20200924	3000
150	50	1000	20200925	3000
150	50	1000	20200926	3000
150	50	1000	20200927	3000
150	50	1000	20200928	3000
150	50	1000	20200929	3000
150	50	1000	20200930	3000
150	50	1000	20201021	3000
150	50	1000	20201022	3000
150	50	1000	20201023	3000
150	50	1000	20201024	3000
150	50	1000	20201025	3000
150	50	1000	20201026	3000
150	50	1000	20201027	3000
150	50	1000	20201028	3000
150	50	1000	20201029	3000
150	50	1000	20201030	3000
150	51	1000	20201021	2000
150	51	1000	20201022	2000
150	51	1000	20201023	2000
150	51	1000	20201024	2000
150	51	1000	20201025	2000
150	51	1000	20201026	2000
150	51	1000	20201027	2000
150	51	1000	20201028	2000
150	51	1000	20201029	2000
150	51	1000	20201030	2000
150	51	1000	20201021	2000
150	51	1000	20201122	2000
150	51	1000	20201123	2000
150	51	1000	20201124	24000
150	51	1000	20201125	24000
150	51	1000	20201126	24000
150	51	1000	20201127	24000
150	51	1000	20201128	24000
150	51	1000	20201129	24000
150	51	1000	20201130	24000
150	51	1000	20201121	25000
150	51	1000	20201122	25000
150	51	1000	20201123	25000
150	51	1000	20201124	25000
150	51	1000	20201125	25000
150	51	1000	20201126	25000
150	51	1000	20201127	25000
150	51	1000	20201128	26000
150	51	1000	20201129	26000
150	51	1000	20201130	2000
150	52	1000	20201121	15000
150	52	1000	20201122	13000
150	52	1000	20201123	13000
150	52	1000	20201124	11000
150	52	1000	20201125	11000
150	52	1000	20201126	11000
150	52	1000	20201127	11000
150	52	1000	20201128	11000
150	52	1000	20201129	11000
150	52	1000	20201230	11000
150	52	1000	20201221	10000
150	52	1000	20201222	7000
150	52	1000	20201223	4500
150	52	1000	20201224	4500
150	52	1000	20201225	4500
150	52	1000	20201226	4500
150	52	1000	20201227	4500
150	52	1000	20201228	4500
150	52	1000	20201229	4500
150	52	1000	20201230	4000
150	52	1000	20201221	1000
150	52	1000	20201222	1000
150	52	1000	20201223	1000
150	52	1000	20201224	1000
150	52	1000	20201225	1000
150	52	1000	20201226	1000
150	52	1000	20201227	1000
150	52	1000	20201228	1000
150	52	1000	20201229	1000
150	52	1000	20201230	1000
